Source	Target	p	successes	observations	rate	expected	total source	total target	fraction source	fraction target
group_523	sp-P68688-GLRX1_ECOLI~~~sp-P68689-GLRX1_SHIFL~~~sp-P45242-GLRX_HAEIN	5.03583e-12	168	204	0.599817	122	35	133	0.171569	0.651961
group_109	group_46	3.85661e-08	131	204	0.452422	92	47	84	0.230392	0.411765
group_523	sp-Q6G4C3-RNH_BARHE~~~sp-Q2NVF9-RNH_SODGM~~~sp-Q6D1V7-RNH_PECAS	1.02948e-08	150	204	0.541859	111	35	115	0.171569	0.563725
group_523	sp-Q8DKG1-COAE_THEEB	1.14445e-19	191	204	0.673875	137	35	156	0.171569	0.764706
group_523	sp-Q9A6H0-TYSY_CAUVC~~~sp-Q6YQT0-TYSY_ONYPE	3.51152e-20	192	204	0.677095	138	35	157	0.171569	0.769608
group_109	group_53	5.53364e-07	128	204	0.455065	93	47	85	0.230392	0.416667
group_111	group_134	2.22137e-13	168	204	0.584006	119	140	56	0.686275	0.27451
group_111	group_160	2.68535e-07	124	204	0.430604	88	140	140	0.686275	0.686275
group_111	group_178	2.80907e-15	177	204	0.618704	126	140	37	0.686275	0.181373
group_111	group_188	2.80907e-15	177	204	0.618704	126	140	37	0.686275	0.181373
group_111	group_191	2.80907e-15	177	204	0.618704	126	140	37	0.686275	0.181373
group_111	group_198	2.80907e-15	177	204	0.618704	126	140	37	0.686275	0.181373
group_53	group_65	8.86099e-07	128	204	0.458333	94	85	51	0.416667	0.25
group_111	group_208	2.80907e-15	177	204	0.618704	126	140	37	0.686275	0.181373
group_111	group_226	2.80907e-15	177	204	0.618704	126	140	37	0.686275	0.181373
group_111	group_234	1.63362e-14	176	204	0.620531	127	140	36	0.686275	0.176471
group_111	group_24	2.80907e-15	177	204	0.618704	126	140	37	0.686275	0.181373
group_111	group_241	2.22598e-13	174	204	0.620531	127	140	36	0.686275	0.176471
group_53	group_81	2.63158e-07	146	204	0.541667	110	85	153	0.416667	0.75
group_53	group_87	9.83101e-08	130	204	0.453431	93	85	45	0.416667	0.220588
group_111	group_263	2.80907e-15	177	204	0.618704	126	140	37	0.686275	0.181373
group_53	sp-O68770-DPO3A_YERPE	9.88406e-07	129	204	0.464052	95	85	58	0.416667	0.284314
group_111	group_274	1.63362e-14	176	204	0.620531	127	140	36	0.686275	0.176471
group_111	group_285	2.80907e-15	177	204	0.618704	126	140	37	0.686275	0.181373
group_111	group_349	2.80907e-15	177	204	0.618704	126	140	37	0.686275	0.181373
group_111	group_38	4.64657e-08	157	204	0.589485	120	140	53	0.686275	0.259804
group_111	group_397	2.80907e-15	177	204	0.618704	126	140	37	0.686275	0.181373
group_111	group_410	2.80907e-15	177	204	0.618704	126	140	37	0.686275	0.181373
group_111	group_447	2.22598e-13	174	204	0.620531	127	140	36	0.686275	0.176471
group_111	group_523	8.96698e-14	175	204	0.622357	127	140	35	0.686275	0.171569
group_111	group_549	2.22598e-13	174	204	0.620531	127	140	36	0.686275	0.176471
group_111	group_566	2.80907e-15	177	204	0.618704	126	140	37	0.686275	0.181373
group_111	group_59	8.18801e-09	153	204	0.556613	114	140	71	0.686275	0.348039
group_111	group_6	2.80907e-15	177	204	0.618704	126	140	37	0.686275	0.181373
group_54	group_549	2.44764e-10	158	204	0.563437	115	122	36	0.598039	0.176471
group_111	group_607	2.80907e-15	177	204	0.618704	126	140	37	0.686275	0.181373
group_54	group_566	7.55436e-11	159	204	0.562476	115	122	37	0.598039	0.181373
group_111	group_608	4.55344e-16	178	204	0.616878	126	140	38	0.686275	0.186275
group_54	group_6	7.55436e-11	159	204	0.562476	115	122	37	0.598039	0.181373
group_54	group_607	7.55436e-11	159	204	0.562476	115	122	37	0.598039	0.181373
group_54	group_608	2.24883e-11	160	204	0.561515	115	122	38	0.598039	0.186275
group_111	group_82	2.80907e-15	177	204	0.618704	126	140	37	0.686275	0.181373
group_111	group_85	2.80907e-15	177	204	0.618704	126	140	37	0.686275	0.181373
group_54	group_82	7.55436e-11	159	204	0.562476	115	122	37	0.598039	0.181373
group_54	group_85	7.55436e-11	159	204	0.562476	115	122	37	0.598039	0.181373
group_111	sp-C0SP84-YTLA_BACSU	2.80907e-15	177	204	0.618704	126	140	37	0.686275	0.181373
group_111	sp-O82898-YUBF_ECO57	2.80907e-15	177	204	0.618704	126	140	37	0.686275	0.181373
group_54	sp-C0SP84-YTLA_BACSU	7.55436e-11	159	204	0.562476	115	122	37	0.598039	0.181373
group_111	sp-O82899-YUBG_ECO57~~~sp-Q9S4W9-YUBG_ECOLI	1.63362e-14	176	204	0.620531	127	140	36	0.686275	0.176471
group_54	sp-O82898-YUBF_ECO57	7.55436e-11	159	204	0.562476	115	122	37	0.598039	0.181373
group_54	sp-O82899-YUBG_ECO57~~~sp-Q9S4W9-YUBG_ECOLI	2.44764e-10	158	204	0.563437	115	122	36	0.598039	0.176471
group_111	sp-P07620-PARA_ECOLX	2.80907e-15	177	204	0.618704	126	140	37	0.686275	0.181373
group_54	sp-P07620-PARA_ECOLX	7.55436e-11	159	204	0.562476	115	122	37	0.598039	0.181373
group_111	sp-P0A248-VIRB_SHISO	2.80907e-15	177	204	0.618704	126	140	37	0.686275	0.181373
group_54	sp-P0A248-VIRB_SHISO	7.55436e-11	159	204	0.562476	115	122	37	0.598039	0.181373
group_111	sp-P15026-ISTB_PSEAI	4.55344e-16	178	204	0.616878	126	140	38	0.686275	0.186275
group_54	sp-P15026-ISTB_PSEAI	2.24883e-11	160	204	0.561515	115	122	38	0.598039	0.186275
group_111	sp-P23832-SAMB_SALTM	2.80907e-15	177	204	0.618704	126	140	37	0.686275	0.181373
group_54	sp-P23832-SAMB_SALTM	7.55436e-11	159	204	0.562476	115	122	37	0.598039	0.181373
group_111	sp-P26926-CAF1M_YERPE	1.63362e-14	176	204	0.620531	127	140	36	0.686275	0.176471
group_54	sp-P26926-CAF1M_YERPE	2.44764e-10	158	204	0.563437	115	122	36	0.598039	0.176471
group_111	sp-P26948-CAF1_YERPE	1.63362e-14	176	204	0.620531	127	140	36	0.686275	0.176471
group_54	sp-P26948-CAF1_YERPE	2.44764e-10	158	204	0.563437	115	122	36	0.598039	0.176471
group_111	sp-P26949-CAF1A_YERPE	1.63362e-14	176	204	0.620531	127	140	36	0.686275	0.176471
group_54	sp-P26949-CAF1A_YERPE	2.44764e-10	158	204	0.563437	115	122	36	0.598039	0.176471
group_111	sp-P26950-CAF1R_YERPE	1.63362e-14	176	204	0.620531	127	140	36	0.686275	0.176471
group_54	sp-P26950-CAF1R_YERPE	2.44764e-10	158	204	0.563437	115	122	36	0.598039	0.176471
group_54	sp-P37415-YTL2_SALTY	7.55436e-11	159	204	0.562476	115	122	37	0.598039	0.181373
group_111	sp-P37415-YTL2_SALTY	2.80907e-15	177	204	0.618704	126	140	37	0.686275	0.181373
group_54	sp-P55615-Y4PF_SINFN~~~sp-Q9HI37-TPF20_PSEAE	7.55436e-11	159	204	0.562476	115	122	37	0.598039	0.181373
group_111	sp-P55615-Y4PF_SINFN~~~sp-Q9HI37-TPF20_PSEAE	2.80907e-15	177	204	0.618704	126	140	37	0.686275	0.181373
group_54	sp-P59696-T200_SALTY	2.44764e-10	158	204	0.563437	115	122	36	0.598039	0.176471
group_111	sp-P59696-T200_SALTY	1.63362e-14	176	204	0.620531	127	140	36	0.686275	0.176471
group_54	sp-P76072-STFR_ECOLI~~~sp-P77515-STFQ_ECOLI	5.48332e-10	157	204	0.562476	115	122	37	0.598039	0.181373
group_111	sp-P76072-STFR_ECOLI~~~sp-P77515-STFQ_ECOLI	5.3888e-13	173	204	0.618704	126	140	37	0.686275	0.181373
group_54	sp-P76155-TFAQ_ECOLI	2.44764e-10	158	204	0.563437	115	122	36	0.598039	0.176471
group_111	sp-P76155-TFAQ_ECOLI	2.22598e-13	174	204	0.620531	127	140	36	0.686275	0.176471
group_54	sp-P80011-TRA3_RHIME~~~sp-P55620-Y4PO_SINFN	7.55436e-11	159	204	0.562476	115	122	37	0.598039	0.181373
group_111	sp-P80011-TRA3_RHIME~~~sp-P55620-Y4PO_SINFN	2.80907e-15	177	204	0.618704	126	140	37	0.686275	0.181373
group_54	sp-Q1CC63-YUBL_YERPN	2.44764e-10	158	204	0.563437	115	122	36	0.598039	0.176471
group_111	sp-Q1CC63-YUBL_YERPN	1.63362e-14	176	204	0.620531	127	140	36	0.686275	0.176471
group_54	sp-Q1RK58-PLD_RICBR	2.30973e-09	156	204	0.565359	115	122	34	0.598039	0.166667
group_111	sp-Q1RK58-PLD_RICBR	4.65101e-13	174	204	0.624183	127	140	34	0.686275	0.166667
group_54	sp-Q45618-TRA6_GEOSE	2.24883e-11	160	204	0.561515	115	122	38	0.598039	0.186275
group_111	sp-Q45618-TRA6_GEOSE	4.55344e-16	178	204	0.616878	126	140	38	0.686275	0.186275
group_54	sp-Q45618-TRA6_GEOSE~~~sp-P15026-ISTB_PSEAI	2.24883e-11	160	204	0.561515	115	122	38	0.598039	0.186275
group_111	sp-Q45618-TRA6_GEOSE~~~sp-P15026-ISTB_PSEAI	4.55344e-16	178	204	0.616878	126	140	38	0.686275	0.186275
group_54	sp-Q47688-YKFC_ECOLI	7.55436e-11	159	204	0.562476	115	122	37	0.598039	0.181373
group_111	sp-Q47688-YKFC_ECOLI	2.80907e-15	177	204	0.618704	126	140	37	0.686275	0.181373
group_54	sp-Q52563-STBA_PSEUB	7.55436e-11	159	204	0.562476	115	122	37	0.598039	0.181373
group_111	sp-Q52563-STBA_PSEUB	2.80907e-15	177	204	0.618704	126	140	37	0.686275	0.181373
group_54	sp-Q9S4X1-YUBE_ECOLI	7.55436e-11	159	204	0.562476	115	122	37	0.598039	0.181373
group_54	sp-Q9S4X2-YUBD_ECOLI	7.55436e-11	159	204	0.562476	115	122	37	0.598039	0.181373
group_111	sp-Q9S4X1-YUBE_ECOLI	2.80907e-15	177	204	0.618704	126	140	37	0.686275	0.181373
group_54	sp-Q9ZGR8-YUBM_ECO57	2.44764e-10	158	204	0.563437	115	122	36	0.598039	0.176471
group_111	sp-Q9S4X2-YUBD_ECOLI	2.80907e-15	177	204	0.618704	126	140	37	0.686275	0.181373
group_111	sp-Q9ZGR8-YUBM_ECO57	1.63362e-14	176	204	0.620531	127	140	36	0.686275	0.176471
group_112	group_160	3.78477e-13	170	204	0.598616	122	48	140	0.235294	0.686275
group_112	group_252	2.85385e-14	166	204	0.562284	115	48	126	0.235294	0.617647
group_112	group_28	6.63178e-17	182	204	0.634948	130	48	154	0.235294	0.754902
group_549	group_57	1.56693e-26	201	204	0.706171	144	36	167	0.176471	0.818627
group_112	group_46	1.99541e-08	132	204	0.453287	92	48	84	0.235294	0.411765
group_549	group_72	1.63362e-14	176	204	0.620531	127	36	140	0.176471	0.686275
group_549	group_75	3.18546e-10	160	204	0.576125	118	36	126	0.176471	0.617647
group_549	group_77	3.50588e-23	197	204	0.693483	141	36	163	0.176471	0.79902
group_549	group_8	2.47029e-09	155	204	0.560265	114	36	121	0.176471	0.593137
group_549	group_83	3.50588e-23	197	204	0.693483	141	36	163	0.176471	0.79902
group_112	group_53	1.35358e-08	133	204	0.455882	93	48	85	0.235294	0.416667
group_549	group_99	7.85683e-08	142	204	0.512687	105	36	106	0.176471	0.519608
group_549	sp-P0A9K1-PHOH_ECOLI	5.16985e-11	164	204	0.588812	120	36	130	0.176471	0.637255
group_549	sp-P11045-DYR_BACSU~~~sp-Q59408-DYR13_ECOLX	4.10194e-19	190	204	0.67128	137	36	156	0.176471	0.764706
group_549	sp-P43754-RIR1_HAEIN~~~sp-P37426-RIR1_SALTY~~~sp-Q89AS4-RIR1_BUCBP~~~sp-Q8K9W3-RIR1_BUCAP	6.03881e-10	166	204	0.614187	125	36	138	0.176471	0.676471
group_549	sp-P43755-RIR2_HAEIN	9.5548e-10	165	204	0.611015	125	36	137	0.176471	0.671569
group_549	sp-P64465-YDFZ_ECO57~~~sp-P64466-YDFZ_SHIFL~~~sp-P64463-YDFZ_ECOLI	3.48105e-12	167	204	0.591984	121	36	131	0.176471	0.642157
group_549	sp-P68688-GLRX1_ECOLI~~~sp-P68689-GLRX1_SHIFL~~~sp-P45242-GLRX_HAEIN	1.1701e-11	167	204	0.598328	122	36	133	0.176471	0.651961
group_549	sp-Q6G4C3-RNH_BARHE~~~sp-Q2NVF9-RNH_SODGM~~~sp-Q6D1V7-RNH_PECAS	3.85839e-09	151	204	0.541234	110	36	115	0.176471	0.563725
group_549	sp-Q8DKG1-COAE_THEEB	4.10194e-19	190	204	0.67128	137	36	156	0.176471	0.764706
group_549	sp-Q9A6H0-TYSY_CAUVC~~~sp-Q6YQT0-TYSY_ONYPE	1.31748e-19	191	204	0.674452	138	36	157	0.176471	0.769608
group_566	group_57	6.09253e-32	204	204	0.703047	143	37	167	0.181373	0.818627
group_566	group_72	2.80907e-15	177	204	0.618704	126	37	140	0.181373	0.686275
group_566	group_75	1.14716e-11	163	204	0.574971	117	37	126	0.181373	0.617647
group_566	group_77	4.64036e-27	200	204	0.690552	141	37	163	0.181373	0.79902
group_566	group_8	1.17888e-10	158	204	0.559352	114	37	121	0.181373	0.593137
group_566	group_83	4.64036e-27	200	204	0.690552	141	37	163	0.181373	0.79902
group_566	group_99	3.41519e-08	143	204	0.512495	105	37	106	0.181373	0.519608
group_115	group_164	7.35569e-07	184	204	0.769127	157	22	172	0.107843	0.843137
group_566	sp-P0A9K1-PHOH_ECOLI	1.44363e-12	167	204	0.587466	120	37	130	0.181373	0.637255
group_566	sp-P11045-DYR_BACSU~~~sp-Q59408-DYR13_ECOLX	5.34765e-22	193	204	0.668685	136	37	156	0.181373	0.764706
group_566	sp-P43754-RIR1_HAEIN~~~sp-P37426-RIR1_SALTY~~~sp-Q89AS4-RIR1_BUCBP~~~sp-Q8K9W3-RIR1_BUCAP	1.57796e-10	167	204	0.612457	125	37	138	0.181373	0.676471
group_566	sp-P43755-RIR2_HAEIN	2.57371e-10	166	204	0.609333	124	37	137	0.181373	0.671569
group_115	group_251	1.52459e-07	182	204	0.746059	152	22	166	0.107843	0.813725
group_566	sp-P64465-YDFZ_ECO57~~~sp-P64466-YDFZ_SHIFL~~~sp-P64463-YDFZ_ECOLI	8.31917e-13	168	204	0.59059	120	37	131	0.181373	0.642157
group_566	sp-P68688-GLRX1_ECOLI~~~sp-P68689-GLRX1_SHIFL~~~sp-P45242-GLRX_HAEIN	2.64472e-13	170	204	0.596838	122	37	133	0.181373	0.651961
group_566	sp-Q6G4C3-RNH_BARHE~~~sp-Q2NVF9-RNH_SODGM~~~sp-Q6D1V7-RNH_PECAS	1.40335e-09	152	204	0.540609	110	37	115	0.181373	0.563725
group_115	group_36	2.32821e-08	186	204	0.761438	155	22	170	0.107843	0.833333
group_566	sp-Q8DKG1-COAE_THEEB	5.34765e-22	193	204	0.668685	136	37	156	0.181373	0.764706
group_566	sp-Q9A6H0-TYSY_CAUVC~~~sp-Q6YQT0-TYSY_ONYPE	1.36056e-22	194	204	0.671809	137	37	157	0.181373	0.769608
group_57	group_59	2.83341e-12	168	204	0.596838	122	167	71	0.818627	0.348039
group_57	group_6	6.09253e-32	204	204	0.703047	143	167	37	0.818627	0.181373
group_57	group_607	2.30372e-28	202	204	0.703047	143	167	37	0.818627	0.181373
group_57	group_608	2.17279e-30	203	204	0.699923	143	167	38	0.818627	0.186275
group_57	group_82	6.09253e-32	204	204	0.703047	143	167	37	0.818627	0.181373
group_57	group_85	6.09253e-32	204	204	0.703047	143	167	37	0.818627	0.181373
group_57	sp-C0SP84-YTLA_BACSU	6.09253e-32	204	204	0.703047	143	167	37	0.818627	0.181373
group_57	sp-O82898-YUBF_ECO57	6.09253e-32	204	204	0.703047	143	167	37	0.818627	0.181373
group_57	sp-O82899-YUBG_ECO57~~~sp-Q9S4W9-YUBG_ECOLI	1.29265e-29	203	204	0.706171	144	167	36	0.818627	0.176471
group_57	sp-P07620-PARA_ECOLX	6.09253e-32	204	204	0.703047	143	167	37	0.818627	0.181373
group_57	sp-P0A248-VIRB_SHISO	6.09253e-32	204	204	0.703047	143	167	37	0.818627	0.181373
group_57	sp-P15026-ISTB_PSEAI	2.17279e-30	203	204	0.699923	143	167	38	0.818627	0.186275
group_57	sp-P23832-SAMB_SALTM	6.09253e-32	204	204	0.703047	143	167	37	0.818627	0.181373
group_57	sp-P26926-CAF1M_YERPE	1.29265e-29	203	204	0.706171	144	167	36	0.818627	0.176471
group_57	sp-P26948-CAF1_YERPE	1.29265e-29	203	204	0.706171	144	167	36	0.818627	0.176471
group_57	sp-P26949-CAF1A_YERPE	1.29265e-29	203	204	0.706171	144	167	36	0.818627	0.176471
group_57	sp-P26950-CAF1R_YERPE	1.29265e-29	203	204	0.706171	144	167	36	0.818627	0.176471
group_57	sp-P37415-YTL2_SALTY	6.09253e-32	204	204	0.703047	143	167	37	0.818627	0.181373
group_57	sp-P55615-Y4PF_SINFN~~~sp-Q9HI37-TPF20_PSEAE	6.09253e-32	204	204	0.703047	143	167	37	0.818627	0.181373
group_57	sp-P59696-T200_SALTY	1.29265e-29	203	204	0.706171	144	167	36	0.818627	0.176471
group_57	sp-P76072-STFR_ECOLI~~~sp-P77515-STFQ_ECOLI	1.42486e-25	200	204	0.703047	143	167	37	0.818627	0.181373
group_57	sp-P76155-TFAQ_ECOLI	1.56693e-26	201	204	0.706171	144	167	36	0.818627	0.176471
group_57	sp-P80011-TRA3_RHIME~~~sp-P55620-Y4PO_SINFN	6.09253e-32	204	204	0.703047	143	167	37	0.818627	0.181373
group_57	sp-Q1CC63-YUBL_YERPN	1.29265e-29	203	204	0.706171	144	167	36	0.818627	0.176471
group_57	sp-Q1RK58-PLD_RICBR	8.63834e-26	201	204	0.712418	145	167	34	0.818627	0.166667
group_57	sp-Q45618-TRA6_GEOSE	2.17279e-30	203	204	0.699923	143	167	38	0.818627	0.186275
group_57	sp-Q45618-TRA6_GEOSE~~~sp-P15026-ISTB_PSEAI	2.17279e-30	203	204	0.699923	143	167	38	0.818627	0.186275
group_57	sp-Q47688-YKFC_ECOLI	6.09253e-32	204	204	0.703047	143	167	37	0.818627	0.181373
group_57	sp-Q52563-STBA_PSEUB	6.09253e-32	204	204	0.703047	143	167	37	0.818627	0.181373
group_57	sp-Q9S4X1-YUBE_ECOLI	6.09253e-32	204	204	0.703047	143	167	37	0.818627	0.181373
group_57	sp-Q9S4X2-YUBD_ECOLI	6.09253e-32	204	204	0.703047	143	167	37	0.818627	0.181373
group_57	sp-Q9ZGR8-YUBM_ECO57	1.29265e-29	203	204	0.706171	144	167	36	0.818627	0.176471
group_58	group_81	3.03044e-13	182	204	0.67402	138	31	153	0.151961	0.75
group_58	group_91	6.13048e-11	186	204	0.728614	149	31	169	0.151961	0.828431
group_59	group_60	4.88115e-10	140	204	0.471694	96	71	83	0.348039	0.406863
group_59	group_61	7.59592e-07	127	204	0.452326	92	71	70	0.348039	0.343137
group_59	group_63	4.88115e-10	140	204	0.471694	96	71	83	0.348039	0.406863
group_59	group_65	4.27733e-07	122	204	0.42402	86	71	51	0.348039	0.25
group_117	group_134	1.97974e-12	165	204	0.577374	118	137	56	0.671569	0.27451
group_59	group_77	7.54015e-11	164	204	0.590879	121	71	163	0.348039	0.79902
group_59	group_83	7.54015e-11	164	204	0.590879	121	71	163	0.348039	0.79902
group_59	group_97	1.31289e-10	137	204	0.449346	92	71	68	0.348039	0.333333
group_59	sp-P11045-DYR_BACSU~~~sp-Q59408-DYR13_ECOLX	1.11529e-08	157	204	0.58045	118	71	156	0.348039	0.764706
group_117	group_178	2.20235e-14	174	204	0.609333	124	137	37	0.671569	0.181373
group_117	group_188	2.20235e-14	174	204	0.609333	124	137	37	0.671569	0.181373
group_117	group_191	2.20235e-14	174	204	0.609333	124	137	37	0.671569	0.181373
group_117	group_198	2.20235e-14	174	204	0.609333	124	137	37	0.671569	0.181373
group_117	group_208	2.20235e-14	174	204	0.609333	124	137	37	0.671569	0.181373
group_117	group_226	2.20235e-14	174	204	0.609333	124	137	37	0.671569	0.181373
group_59	sp-Q8DKG1-COAE_THEEB	1.11529e-08	157	204	0.58045	118	71	156	0.348039	0.764706
group_117	group_234	1.13577e-13	173	204	0.611015	125	137	36	0.671569	0.176471
group_59	sp-Q9A6H0-TYSY_CAUVC~~~sp-Q6YQT0-TYSY_ONYPE	5.76047e-09	158	204	0.58194	119	71	157	0.348039	0.769608
group_117	group_24	2.20235e-14	174	204	0.609333	124	137	37	0.671569	0.181373
group_117	group_241	1.33581e-12	171	204	0.611015	125	137	36	0.671569	0.176471
group_117	group_263	2.20235e-14	174	204	0.609333	124	137	37	0.671569	0.181373
group_117	group_274	1.13577e-13	173	204	0.611015	125	137	36	0.671569	0.176471
group_117	group_285	2.20235e-14	174	204	0.609333	124	137	37	0.671569	0.181373
group_117	group_349	2.20235e-14	174	204	0.609333	124	137	37	0.671569	0.181373
group_117	group_38	1.92984e-07	154	204	0.58242	119	137	53	0.671569	0.259804
group_117	group_397	2.20235e-14	174	204	0.609333	124	137	37	0.671569	0.181373
group_117	group_410	2.20235e-14	174	204	0.609333	124	137	37	0.671569	0.181373
group_117	group_447	1.33581e-12	171	204	0.611015	125	137	36	0.671569	0.176471
group_117	group_523	5.55548e-13	172	204	0.612697	125	137	35	0.671569	0.171569
group_117	group_549	1.33581e-12	171	204	0.611015	125	137	36	0.671569	0.176471
group_117	group_566	2.20235e-14	174	204	0.609333	124	137	37	0.671569	0.181373
group_117	group_59	5.22292e-08	150	204	0.552143	113	137	71	0.671569	0.348039
group_117	group_6	2.20235e-14	174	204	0.609333	124	137	37	0.671569	0.181373
group_117	group_607	2.20235e-14	174	204	0.609333	124	137	37	0.671569	0.181373
group_117	group_608	4.04638e-15	175	204	0.607651	124	137	38	0.671569	0.186275
group_117	group_82	2.20235e-14	174	204	0.609333	124	137	37	0.671569	0.181373
group_117	group_85	2.20235e-14	174	204	0.609333	124	137	37	0.671569	0.181373
group_117	sp-C0SP84-YTLA_BACSU	2.20235e-14	174	204	0.609333	124	137	37	0.671569	0.181373
group_117	sp-O82898-YUBF_ECO57	2.20235e-14	174	204	0.609333	124	137	37	0.671569	0.181373
group_117	sp-O82899-YUBG_ECO57~~~sp-Q9S4W9-YUBG_ECOLI	1.13577e-13	173	204	0.611015	125	137	36	0.671569	0.176471
group_117	sp-P07620-PARA_ECOLX	2.20235e-14	174	204	0.609333	124	137	37	0.671569	0.181373
group_117	sp-P0A248-VIRB_SHISO	2.20235e-14	174	204	0.609333	124	137	37	0.671569	0.181373
group_117	sp-P15026-ISTB_PSEAI	4.04638e-15	175	204	0.607651	124	137	38	0.671569	0.186275
group_117	sp-P23832-SAMB_SALTM	2.20235e-14	174	204	0.609333	124	137	37	0.671569	0.181373
group_117	sp-P26926-CAF1M_YERPE	1.13577e-13	173	204	0.611015	125	137	36	0.671569	0.176471
group_117	sp-P26948-CAF1_YERPE	1.13577e-13	173	204	0.611015	125	137	36	0.671569	0.176471
group_117	sp-P26949-CAF1A_YERPE	1.13577e-13	173	204	0.611015	125	137	36	0.671569	0.176471
group_117	sp-P26950-CAF1R_YERPE	1.13577e-13	173	204	0.611015	125	137	36	0.671569	0.176471
group_117	sp-P37415-YTL2_SALTY	2.20235e-14	174	204	0.609333	124	137	37	0.671569	0.181373
group_117	sp-P55615-Y4PF_SINFN~~~sp-Q9HI37-TPF20_PSEAE	2.20235e-14	174	204	0.609333	124	137	37	0.671569	0.181373
group_117	sp-P59696-T200_SALTY	1.13577e-13	173	204	0.611015	125	137	36	0.671569	0.176471
group_117	sp-P76072-STFR_ECOLI~~~sp-P77515-STFQ_ECOLI	3.13792e-12	170	204	0.609333	124	137	37	0.671569	0.181373
group_117	sp-P76155-TFAQ_ECOLI	1.33581e-12	171	204	0.611015	125	137	36	0.671569	0.176471
group_117	sp-P80011-TRA3_RHIME~~~sp-P55620-Y4PO_SINFN	2.20235e-14	174	204	0.609333	124	137	37	0.671569	0.181373
group_117	sp-Q1CC63-YUBL_YERPN	1.13577e-13	173	204	0.611015	125	137	36	0.671569	0.176471
group_117	sp-Q1RK58-PLD_RICBR	2.57983e-12	171	204	0.614379	125	137	34	0.671569	0.166667
group_117	sp-Q45618-TRA6_GEOSE	4.04638e-15	175	204	0.607651	124	137	38	0.671569	0.186275
group_117	sp-Q45618-TRA6_GEOSE~~~sp-P15026-ISTB_PSEAI	4.04638e-15	175	204	0.607651	124	137	38	0.671569	0.186275
group_117	sp-Q47688-YKFC_ECOLI	2.20235e-14	174	204	0.609333	124	137	37	0.671569	0.181373
group_117	sp-Q52563-STBA_PSEUB	2.20235e-14	174	204	0.609333	124	137	37	0.671569	0.181373
group_117	sp-Q9S4X1-YUBE_ECOLI	2.20235e-14	174	204	0.609333	124	137	37	0.671569	0.181373
group_117	sp-Q9S4X2-YUBD_ECOLI	2.20235e-14	174	204	0.609333	124	137	37	0.671569	0.181373
group_117	sp-Q9ZGR8-YUBM_ECO57	1.13577e-13	173	204	0.611015	125	137	36	0.671569	0.176471
group_6	group_72	2.80907e-15	177	204	0.618704	126	37	140	0.181373	0.686275
group_6	group_75	1.14716e-11	163	204	0.574971	117	37	126	0.181373	0.617647
group_6	group_77	4.64036e-27	200	204	0.690552	141	37	163	0.181373	0.79902
group_6	group_8	1.17888e-10	158	204	0.559352	114	37	121	0.181373	0.593137
group_6	group_83	4.64036e-27	200	204	0.690552	141	37	163	0.181373	0.79902
group_6	group_99	3.41519e-08	143	204	0.512495	105	37	106	0.181373	0.519608
group_6	sp-P0A9K1-PHOH_ECOLI	1.44363e-12	167	204	0.587466	120	37	130	0.181373	0.637255
group_6	sp-P11045-DYR_BACSU~~~sp-Q59408-DYR13_ECOLX	5.34765e-22	193	204	0.668685	136	37	156	0.181373	0.764706
group_6	sp-P43754-RIR1_HAEIN~~~sp-P37426-RIR1_SALTY~~~sp-Q89AS4-RIR1_BUCBP~~~sp-Q8K9W3-RIR1_BUCAP	1.57796e-10	167	204	0.612457	125	37	138	0.181373	0.676471
group_6	sp-P43755-RIR2_HAEIN	2.57371e-10	166	204	0.609333	124	37	137	0.181373	0.671569
group_6	sp-P64465-YDFZ_ECO57~~~sp-P64466-YDFZ_SHIFL~~~sp-P64463-YDFZ_ECOLI	8.31917e-13	168	204	0.59059	120	37	131	0.181373	0.642157
group_6	sp-P68688-GLRX1_ECOLI~~~sp-P68689-GLRX1_SHIFL~~~sp-P45242-GLRX_HAEIN	2.64472e-13	170	204	0.596838	122	37	133	0.181373	0.651961
group_6	sp-Q6G4C3-RNH_BARHE~~~sp-Q2NVF9-RNH_SODGM~~~sp-Q6D1V7-RNH_PECAS	1.40335e-09	152	204	0.540609	110	37	115	0.181373	0.563725
